0.668 0.702 1
0.506 0.842 1
0.38 0.9 1
0.326 0.832 1
0.394 0.774 1
0.844 0.404 0
0.93 0.394 0
0.904 0.316 0
0.862 0.216 0
0.826 0.186 0
0.752 0.234 0
0.68 0.228 0
0.634 0.224 0
0.394 0.34 0
0.254 0.216 0
0.13 0.212 0
0.074 0.242 0
0.112 0.314 0
